,Unnamed: 0,Unnamed: 0.1,Movie,Distributor,WW_gross,Domestic_gross,Domestic_percentage,Intr_gross,Intr_percentage,Movie_link,movie,Argentina,Aruba,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Cambodia,Central America,Chile,China,Colombia,Croatia,Curacao,Cyprus,Czech Republic,Denmark,Dist,Dominican Republic,East & West Africa,East Africa,Ecuador,Egypt,Estonia,Ethiopia,Finland,France,Genre,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kuwait,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Mongolia,MpaaRating,Netherlands,New Zealand,Nigeria,Norway,Oman,Pakistan,Peru,Philippines,Poland,Portugal,ProdBudget,Puerto Rico,Qatar,Romania,Runtime,Russia,Russia - CIS,Serbia & Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Switzerland (French-speaking),Switzerland (German-speaking),Switzerland (Italian-speaking),Taiwan,Thailand,Trinidad & Tobago,Tunisia,Turkey,Ukraine,United Arab Emirates,United Kingdom,Uruguay,UsDist,UsRelease,Venezuela,Vietnam,West Indies,dummy,updatedGenre
43,43,45,The Hateful Eight,Wein.,155800000.0,54100000.0,34.7,101600000.0,65.3,/movies/?id=thehatefuleight.htm,thehatefuleight,999468.0,,5442442.0,2016000.0,,1754496.0,,2176029.0,110031.0,,,314923.0,,81094.0,167906.0,,,816386.0,2159266.0,-,,,,,,,,1286245.0,12377651.0,Western,13251349.0,,552337.0,231912.0,623695.0,113682.0,160648.0,,,,9183988.0,,319938.0,,,,80573.0,58125.0,143329.0,,733865.0,,R,3481841.0,724301.0,,1958495.0,16566.0,,164744.0,,1793644.0,460976.0,44000000.0,,,342884.0,167.0,,6430209.0,128302.0,165361.0,207782.0,103969.0,95844.0,807006.0,5409292.0,2645782.0,,845121.0,1669594.0,,216434.0,191822.0,,,679805.0,350147.0,263808.0,10425114.0,69352.0,Weinstein Company,2015-12-25,,,,,Western
44,44,46,Goosebumps,Sony,150200000.0,80100000.0,53.3,70100000.0,46.7,/movies/?id=goosebumps.htm,goosebumps,1225023.0,,6845788.0,371017.0,198319.0,458130.0,323190.0,1856393.0,85097.0,,,510804.0,,1612045.0,46895.0,,,298125.0,,Sony,,,,769045.0,145359.0,16162.0,4611.0,,2287165.0,1 hrs. 43 min.,2487869.0,6019.0,86197.0,820855.0,133692.0,,841998.0,,,209356.0,1107515.0,,,84707.0,34793.0,,29537.0,133255.0,23532.0,2549874.0,7105137.0,,PG,236841.0,523354.0,95532.0,173591.0,90988.0,,1523924.0,1439568.0,146981.0,51407.0,58000000.0,,249875.0,246339.0,103.0,,2501244.0,11505.0,1080066.0,33388.0,10623.0,552494.0,1883839.0,3187098.0,,,37123.0,107912.0,,1187877.0,1379767.0,,,89367.0,309541.0,1238182.0,13086846.0,172786.0,"October 16, 2015",,7926075.0,627399.0,,,
45,45,47,Trainwreck,Uni.,140800000.0,110200000.0,78.3,30600000.0,21.7,/movies/?id=trainwreck15.htm,trainwreck15,,,9619105.0,482915.0,,,21123.0,,55938.0,,,24526.0,,54548.0,57653.0,,,88520.0,191304.0,-,,,,73573.0,,76684.0,,205647.0,222493.0,2 hrs. 5 min.,3450652.0,,33936.0,,103130.0,54142.0,,,,683373.0,79000.0,,,10992.0,3317.0,,35199.0,48639.0,43767.0,,289635.0,,R,381146.0,794206.0,10971.0,408685.0,,,158278.0,40287.0,436770.0,268620.0,35000000.0,,,,125.0,820000.0,1015875.0,35650.0,,37221.0,33040.0,224862.0,158104.0,1428276.0,338191.0,,,335101.0,,,,,,,381451.0,,4348352.0,10741.0,"July 17, 2015",,617617.0,,,,
46,46,48,The Last Witch Hunter,LG/S,140400000.0,27400000.0,19.5,113000000.0,80.5,/movies/?id=lastwitchhunter.htm,lastwitchhunter,971184.0,,2446051.0,730705.0,,1307363.0,81697.0,9056339.0,343619.0,,,726052.0,27404245.0,1988875.0,124501.0,,,4154977.0,9981.0,Alfa,,,,633660.0,,115678.0,,,3638253.0,Action Fantasy,3470515.0,,353590.0,958263.0,474004.0,72933.0,,,,,3014588.0,,,,45808.0,,79114.0,301715.0,104069.0,2588978.0,4190040.0,,PG-13,833837.0,463963.0,,,11955.0,,1601671.0,1827612.0,705708.0,603241.0,90000000.0,,,835104.0,106.0,,8795912.0,42607.0,1038118.0,172179.0,32940.0,488981.0,767189.0,2631586.0,,,214199.0,587584.0,,2136628.0,1810848.0,,,1702021.0,797353.0,2315397.0,4133544.0,68954.0,Lionsgate/Summit,2015-10-23,2999695.0,973124.0,,,Action
47,47,49,Mr. Six,CL,139200000.0,1400000.0,1.0,137800000.0,99.0,/movies/?id=mrsix.htm,mrsix,,,351017.0,,,,,,,,,,137268153.0,,,,,,,CL,,,,,,,,,,Action,,,,16872.0,,,,,,,,,,,,,,,,,,,Unrated,,53558.0,,,,,,,,,,,,,134.0,,,,55710.0,,,,,,,,,,,,,,,,,,30585.0,,China Lion,2015-12-24,,,,,Action
48,48,50,Point Break (2015),WB,133699999.99999999,28800000.0,21.5,104900000.0,78.5,/movies/?id=pointbreak2015.htm,pointbreak2015,548212.0,,3997454.0,464663.0,,481157.0,253531.0,1658503.0,306272.0,,,405946.0,39403259.0,1782011.0,156837.0,,,189710.0,452844.0,WB,,,,200266.0,,,,176863.0,4174851.0,1 hrs. 53 min.,1017713.0,,207559.0,1238923.0,349439.0,44585.0,1211574.0,,,,3772867.0,,5235103.0,,45406.0,,99452.0,417671.0,113602.0,809265.0,5354261.0,,PG-13,1387810.0,790975.0,,426537.0,32202.0,,286884.0,413370.0,273830.0,237408.0,105000000.0,,,929685.0,113.0,,6036343.0,52341.0,698277.0,161764.0,51914.0,1075200.0,1935441.0,1494615.0,429919.0,,372087.0,970628.0,47386.0,1170445.0,1383488.0,,,279576.0,511068.0,1817501.0,1231394.0,25228.0,"December 25, 2015",,4539227.0,98645.0,,,
49,49,51,The Big Short,Par.,133300000.00000001,70300000.0,52.7,63100000.0,47.3,/movies/?id=bigshort.htm,bigshort,718729.0,,5398830.0,405728.0,,422374.0,42193.0,2166918.0,,,,,,97391.0,110400.0,,,73772.0,387423.0,UIP,,,,72979.0,,,,275993.0,5416144.0,Drama,3352710.0,,413310.0,1022843.0,305006.0,44613.0,,,,585250.0,5302931.0,,4532159.0,,3440.0,,,91516.0,37220.0,110803.0,1475500.0,,R,805140.0,495711.0,,448723.0,3566.0,,239883.0,,685952.0,651627.0,28000000.0,,,150929.0,130.0,,1482656.0,78576.0,471812.0,39298.0,27724.0,127720.0,2918707.0,3153399.0,937226.0,,345090.0,309689.0,,797022.0,237236.0,,,300698.0,219290.0,421225.0,7624380.0,74172.0,Paramount,2015-12-11,54542.0,,,,Drama
50,50,52,Pan,WB,128400000.0,35100000.0,27.3,93300000.0,72.7,/movies/?id=pan.htm,pan,1211152.0,,5296771.0,195454.0,,769738.0,359868.0,6993429.0,76135.0,,,775951.0,3450000.0,1493216.0,109345.0,,,161638.0,258905.0,WB,,,,979809.0,,65910.0,,79396.0,5121104.0,1 hrs. 51 min.,1528294.0,,334722.0,784112.0,98558.0,111010.0,103915.0,,,496662.0,3029063.0,,5359655.0,,62977.0,,31632.0,82214.0,9142.0,1515025.0,7280836.0,,PG,1097832.0,949184.0,82942.0,,2742.0,,1165392.0,1975668.0,691566.0,358658.0,150000000.0,,,262747.0,111.0,,4038817.0,38648.0,1042955.0,116638.0,16926.0,409370.0,1251666.0,4339775.0,641266.0,,44457.0,74843.0,,972248.0,957048.0,,,215125.0,399457.0,1029654.0,13446907.0,64846.0,"October 9, 2015",,2862934.0,620643.0,,,
51,51,53,Wolf Totem,Sony,125800000.0,211000.0,0.2,125600000.0,99.8,/movies/?id=wolftotem.htm,wolftotem,4740.0,,,55315.0,,198456.0,,,,,,1800.0,110460000.0,18761.0,,,,,,Sony,,,,5369.0,,,,,8811832.0,Adventure,394554.0,,,269068.0,,,,,,,3473496.0,,,,,,,,,,,,PG-13,,,,,,,,,,93728.0,,,,15503.0,121.0,,,,,,2999.0,13321.0,,1531645.0,,,239537.0,,,,869.0,,,21691.0,,,,,Sony / Columbia,2015-09-11,,,,,Adventure
52,52,55,Dragon Blade,LGP,121500000.0,74100.0,0.1,121500000.0,99.9,/movies/?id=dragonblade.htm,dragonblade,,,,,,,,,,,,,116790000.0,,,,,,,-,,,,,,,,,,Action / Adventure,,,,119333.0,,,353332.0,,,,556871.0,,,9171.0,,,,8744.0,,,,,R,,,,,,,,,,,,,,,127.0,,,,1909152.0,,,,267755.0,,,,,,,506416.0,745334.0,,,29906.0,,732239.0,253.0,,Lionsgate Premiere,2015-09-04,,,,,Action
53,53,56,Seventh Son,Uni.,114200000.0,17200000.0,15.1,97000000.0,84.9,/movies/?id=seventhson.htm,seventhson,,,1268690.0,214131.0,,423122.0,367152.0,1997177.0,502672.0,,,276945.0,27560000.0,,64541.0,,,332272.0,96402.0,UPI,,,,463538.0,55992.0,106498.0,,119792.0,4177823.0,Fantasy,665306.0,,121253.0,584119.0,487277.0,21163.0,501340.0,,,46767.0,1651818.0,,,71190.0,193293.0,,119872.0,85387.0,102883.0,3001702.0,5319361.0,,PG-13,516675.0,274235.0,,123005.0,149486.0,,890343.0,1706785.0,476974.0,697412.0,95000000.0,,,833387.0,102.0,,14920399.0,37491.0,1458071.0,81856.0,27831.0,469102.0,539116.0,1379105.0,78043.0,,,,,1628155.0,1871126.0,,,783376.0,1575519.0,1006938.0,1200723.0,32516.0,Universal,2015-02-06,661411.0,,,,Fantasy
54,54,57,Insidious Chapter 3,Focus,113000000.0,52200000.0,46.2,60800000.0,53.8,/movies/?id=insidiouschapter3.htm,insidiouschapter3,1047559.0,,363693.0,410016.0,132761.0,687324.0,167307.0,2263296.0,,,,696563.0,,1075941.0,,,,131065.0,,Sony,,,,955972.0,289965.0,60341.0,3755.0,,3005646.0,Horror,2740428.0,,299397.0,346081.0,27788.0,,1394254.0,,,,1130697.0,,,114379.0,,,34595.0,123965.0,94577.0,3023273.0,4686592.0,,PG-13,674929.0,,,406794.0,75717.0,,967859.0,3581187.0,557101.0,141328.0,10000000.0,,205173.0,,97.0,,5848011.0,,1099224.0,68896.0,,67298.0,5575914.0,2363698.0,579665.0,,,,,1543011.0,558441.0,,,436613.0,279743.0,,6104425.0,181754.0,Focus Features,2015-06-05,2571801.0,1685334.0,,,Horror
55,55,58,Get Hard,WB,111800000.0,90400000.0,80.9,21400000.0,19.1,/movies/?id=gethard.htm,gethard,,,4551821.0,299148.0,,,,,107815.0,,,,,,66800.0,,,,,WB,,,28582.0,,43608.0,43037.0,,141225.0,,Comedy,220089.0,,,,,126102.0,,,,426975.0,96453.0,,,58420.0,28582.0,,30313.0,221603.0,22164.0,,,,R,650831.0,597106.0,,496415.0,99147.0,,,94232.0,,124956.0,40000000.0,,,460255.0,100.0,,,,575.0,,,297923.0,,92914.0,,,,378058.0,,,,,,,,1214377.0,7930891.0,,Warner Bros.,2015-03-27,,,,,Comedy
56,56,59,The Man From U.N.C.L.E.,WB,109800000.0,45400000.0,41.4,64400000.00000001,58.6,/movies/?id=uncle.htm,uncle,368127.0,,3236386.0,271590.0,,420269.0,26457.0,1318299.0,256539.0,,,89422.0,,267832.0,139568.0,,,213465.0,203117.0,WB,,,,178631.0,141782.0,87799.0,,121957.0,2395272.0,Action,2011305.0,481343.0,481343.0,759059.0,466937.0,69224.0,553991.0,,,384706.0,859792.0,,4236529.0,48348.0,54612.0,,101511.0,131709.0,84287.0,912124.0,1997078.0,,PG-13,763454.0,799061.0,,184985.0,,,80724.0,533198.0,573558.0,367608.0,75000000.0,,,439279.0,116.0,,9094917.0,68338.0,1133843.0,117416.0,,303061.0,720214.0,2950066.0,670469.0,,136546.0,287948.0,,2371500.0,470849.0,,,575577.0,676986.0,1408709.0,9756904.0,9433.0,Warner Bros.,2015-08-14,802978.0,543529.0,,,Action
57,57,60,Paul Blart: Mall Cop 2,Sony,107600000.0,71000000.0,66.0,36600000.0,34.0,/movies/?id=paulblart2.htm,paulblart2,970819.0,,2625978.0,996995.0,448598.0,8260.0,287170.0,,43044.0,,,136302.0,,1124049.0,,,,,,Sony,,,13165.0,445309.0,65323.0,11694.0,7569.0,,,1 hrs. 34 min.,6129025.0,1546.0,,,224214.0,63446.0,,,,203455.0,,,,120890.0,14572.0,,17801.0,254825.0,23554.0,481057.0,5615133.0,,PG,,,59765.0,,79021.0,,1040665.0,181686.0,,199306.0,30000000.0,,361654.0,178732.0,94.0,,,,363845.0,,,232591.0,,1494459.0,105750.0,,,713608.0,,,,,,,,1020655.0,2195452.0,327543.0,"April 17, 2015",,5222889.0,,,,
58,58,61,Shaun the Sheep Movie,LGF,106000000.0,19400000.0,18.3,86700000.0,81.7,/movies/?id=shaunthesheep.htm,shaunthesheep,314956.0,,5041778.0,1299587.0,,925679.0,29722.0,368618.0,37888.0,,,89920.0,8713376.0,100265.0,134190.0,,,468409.0,,UIP,,,,115638.0,13653.0,145796.0,,830933.0,6715152.0,1 hrs. 25 min.,12144732.0,,139131.0,423149.0,,34443.0,57051.0,,,,2782186.0,,4552326.0,31873.0,,,83179.0,153702.0,125824.0,,743172.0,,PG,1555089.0,607005.0,,1267996.0,,,161211.0,,1166687.0,717445.0,,,,83292.0,85.0,,1272828.0,55921.0,377856.0,138400.0,199026.0,164331.0,559389.0,3157336.0,1425094.0,,486049.0,1783089.0,,91027.0,,,,533568.0,167973.0,370256.0,21952598.0,24790.0,"August 5, 2015",,905249.0,,,,
59,59,62,Sisters,Uni.,105000000.0,87000000.0,82.9,18000000.0,17.1,/movies/?id=nest.htm,nest,,,8360646.0,137573.0,,,27443.0,49670.0,120619.0,,,38092.0,,,45904.0,,,,,UPI,,,,131252.0,,,,,99714.0,Comedy,1373846.0,,,,,112653.0,,,,,,,,,,,28193.0,46307.0,35987.0,53262.0,,,R,,482370.0,,,15025.0,,93370.0,1494.0,,186069.0,30000000.0,,,276223.0,118.0,,235403.0,34239.0,54252.0,,101480.0,271361.0,,257418.0,,,,111973.0,,130925.0,,,,,173344.0,286670.0,3979713.0,16313.0,Universal,2015-12-18,23697.0,,,,Comedy
60,60,63,Vacation,WB (NL),104900000.0,58900000.0,56.1,46000000.0,43.9,/movies/?id=newline15.htm,newline15,523754.0,,3280414.0,440493.0,,450262.0,253145.0,984910.0,124677.0,,,100883.0,,580339.0,94796.0,,,99309.0,526998.0,WB,,,,188241.0,,74427.0,,151206.0,2000000.0,Comedy,1680647.0,,99154.0,275223.0,702477.0,149058.0,83126.0,,,1391416.0,3123973.0,,,102188.0,10327.0,,78973.0,295798.0,92969.0,166113.0,4704406.0,,R,909851.0,283436.0,20830.0,622774.0,,,870853.0,46899.0,631523.0,262887.0,31000000.0,,,425813.0,99.0,4400000.0,5003576.0,57346.0,335308.0,189777.0,48985.0,335603.0,,3071875.0,407895.0,,60021.0,452768.0,,887008.0,,,,,399139.0,855825.0,2088954.0,124981.0,Warner Bros. (New Line),2015-07-29,2421226.0,292217.0,,,Comedy
61,61,64,Chappie,Sony,102100000.0,31600000.0,30.9,70500000.0,69.1,/movies/?id=chappie.htm,chappie,148794.0,,2373737.0,160099.0,,439778.0,65501.0,1497930.0,81617.0,,,427178.0,16400000.0,505249.0,75637.0,,,151604.0,85011.0,Sony,,,,230023.0,73955.0,55503.0,6474.0,72727.0,3979572.0,Sci-Fi Action,1530176.0,3316.0,159113.0,1250464.0,109825.0,35342.0,403031.0,,,87864.0,1241262.0,,2754461.0,,17447.0,,62795.0,64614.0,45930.0,2639718.0,2992048.0,,R,388309.0,427678.0,66692.0,253416.0,,,515983.0,573289.0,638346.0,220196.0,49000000.0,,,264332.0,120.0,,7905167.0,16358.0,1069924.0,72566.0,18020.0,197938.0,4137113.0,2093812.0,458657.0,,113979.0,153167.0,,1818620.0,1951331.0,,,216424.0,560489.0,521090.0,3542889.0,35210.0,Sony / Columbia,2015-03-06,2156038.0,616573.0,,,Action
62,62,65,Joy,Fox,101100000.0,56500000.0,55.8,44700000.0,44.2,/movies/?id=joy.htm,joy,314194.0,,5828619.0,527184.0,67881.0,445375.0,37195.0,1358552.0,54581.0,,,60278.0,,99743.0,94132.0,,,51229.0,693952.0,Fox,,,,82718.0,,,,385359.0,3323140.0,Comedy / Drama,2204519.0,,288617.0,608525.0,129855.0,43019.0,220995.0,,,608906.0,2792298.0,,,,11316.0,,22513.0,107161.0,50453.0,26260.0,1409739.0,,PG-13,880621.0,749409.0,,576149.0,13847.0,,159701.0,,344828.0,459621.0,60000000.0,,47931.0,114564.0,124.0,,543431.0,34940.0,260155.0,34039.0,32672.0,163253.0,1160224.0,3137235.0,980971.0,,269809.0,715162.0,,1188104.0,86391.0,,,247865.0,43761.0,532617.0,6850975.0,59810.0,Fox,2015-12-25,,,,,Comedy
63,63,66,Black Mass,WB,99800000.0,62600000.0,62.7,37200000.0,37.3,/movies/?id=whiteybulger15.htm,whiteybulger15,718398.0,,1933634.0,235862.0,,351685.0,17924.0,935973.0,83528.0,,,88204.0,,65625.0,97958.0,,,59889.0,367991.0,WB,,,,50964.0,,35002.0,,146873.0,2096120.0,Crime Drama,2076733.0,,441165.0,150214.0,144708.0,75682.0,344908.0,,,284614.0,2424788.0,,3308549.0,,20510.0,,34479.0,156267.0,16037.0,,943278.0,,R,783991.0,239781.0,,279781.0,3324.0,,55688.0,78834.0,355664.0,470667.0,53000000.0,,,242528.0,122.0,,2113906.0,62132.0,268361.0,83718.0,24375.0,122432.0,,1614056.0,726789.0,,99954.0,294453.0,,400609.0,,,,233321.0,266720.0,945660.0,4723639.0,22619.0,Warner Bros.,2015-09-18,39228.0,,,,Drama
64,64,67,Devil and Angel (E Gun Tian Shi),CL,98600000.0,131000.0,0.1,98500000.0,99.9,/movies/?id=devilandangel.htm,devilandangel,,,,,,,,,,,,,98465197.0,,,,,,,CL,,,,,,,,,,Comedy,,,,,,,,,,,,,,,,,,,,,,,Unrated,,3687.0,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,,,,,,,China Lion,2015-12-31,,,,,Comedy
65,65,68,The Visit,Uni.,98500000.0,65200000.0,66.2,33200000.000000004,33.8,/movies/?id=blumhouse2015.htm,blumhouse2015,853784.0,,2162810.0,483307.0,,299562.0,59461.0,660198.0,,,,,,,42601.0,,,,,UIP,,,,177670.0,36000.0,34676.0,,209665.0,2337614.0,Horror,4620741.0,,,,,,,,,293709.0,2066513.0,,,29917.0,,,21849.0,24524.0,39005.0,161101.0,1504004.0,,PG-13,401767.0,,,162131.0,1268.0,,,13753.0,199037.0,283957.0,5000000.0,,,,94.0,,627317.0,24279.0,314416.0,,27319.0,30049.0,351420.0,5395531.0,,,48952.0,223629.0,,177885.0,35065.0,,,189434.0,,198942.0,3130052.0,55482.0,Universal,2015-09-11,416759.0,179282.0,,,Horror
66,66,69,Poltergeist (2015),Fox,95400000.0,47400000.0,49.7,48000000.0,50.3,/movies/?id=poltergeist2015.htm,poltergeist2015,1883519.0,,1177857.0,604224.0,65900.0,596538.0,160928.0,5294346.0,70011.0,,,777950.0,,658423.0,27031.0,,,101591.0,,Fox,,,,666040.0,241421.0,31189.0,,,2069418.0,Horror,4495483.0,,123290.0,456750.0,135617.0,,779310.0,,,244080.0,620323.0,,,29815.0,2330.0,,15597.0,37012.0,45731.0,972233.0,4061811.0,,PG-13,501249.0,243231.0,1541.0,106253.0,42701.0,,1042336.0,655168.0,386287.0,145081.0,35000000.0,,212339.0,,93.0,,2983766.0,61989.0,367601.0,75834.0,,92916.0,,1789201.0,117947.0,,51951.0,165606.0,,366061.0,59441.0,,,,140278.0,,5943288.0,56333.0,Fox,2015-05-22,884140.0,460588.0,,,Horror
67,67,70,In the Heart of the Sea,WB,93900000.0,25000000.0,26.6,68900000.0,73.4,/movies/?id=heartofthesea.htm,heartofthesea,1899799.0,,1789985.0,129595.0,,280972.0,362503.0,4121217.0,189417.0,,,802973.0,,385742.0,75262.0,,,84607.0,91003.0,WB,,,,522012.0,66817.0,27986.0,,182769.0,1925222.0,Drama,1023179.0,,561165.0,770876.0,80685.0,45424.0,,,,209990.0,4806146.0,,1789219.0,,20906.0,,40264.0,216024.0,116701.0,1692823.0,6335173.0,,PG-13,328198.0,294852.0,,278100.0,7647.0,,1136682.0,793622.0,200718.0,475172.0,100000000.0,,,575877.0,121.0,,4220368.0,45750.0,636811.0,56691.0,21226.0,244515.0,5700646.0,2004832.0,515321.0,,47654.0,70553.0,,1610608.0,664633.0,,,230471.0,714037.0,1654824.0,3789875.0,61166.0,Warner Bros.,2015-12-11,2360636.0,287378.0,,,Drama
68,68,71,Southpaw,Wein.,92000000.0,52400000.0,57.0,39500000.0,43.0,/movies/?id=southpaw2015.htm,southpaw2015,242708.0,,3722359.0,493232.0,,545436.0,11128.0,75437.0,94874.0,,,70765.0,,748.0,41605.0,,,102181.0,227440.0,-,,,,51928.0,,92127.0,,114915.0,4432922.0,Drama,2509359.0,,411263.0,262727.0,20612.0,52794.0,74605.0,,,,1371785.0,,,58534.0,,,39149.0,168140.0,49679.0,122949.0,1366459.0,,R,291527.0,340433.0,,187617.0,1311.0,,97511.0,40861.0,514776.0,94927.0,30000000.0,,,318363.0,123.0,,722893.0,,194131.0,124373.0,,119313.0,618471.0,,496294.0,,218562.0,418324.0,,659915.0,134091.0,,,262496.0,46546.0,744152.0,12283085.0,,Weinstein Company,2015-07-24,,,,,Drama
69,69,72,Spotlight,ORF,88300000.0,45100000.0,51.0,43300000.0,49.0,/movies/?id=spotlight.htm,spotlight,603551.0,,4230237.0,601753.0,,559946.0,37755.0,1937171.0,52897.0,1151.0,,261188.0,,241208.0,78481.0,,,82984.0,530972.0,Sony,,,,88101.0,,11214.0,,321651.0,3121913.0,Drama,3026187.0,,521154.0,585245.0,255701.0,44411.0,332915.0,,,424374.0,4353937.0,,1879216.0,,,,,,43019.0,,1314401.0,,R,995903.0,544964.0,,279333.0,,,192420.0,8581.0,567974.0,579771.0,,,,138038.0,128.0,,155767.0,47526.0,266021.0,45176.0,33044.0,159188.0,2065296.0,4492604.0,470724.0,,190586.0,316002.0,,,183997.0,,,279543.0,,,8417624.0,148259.0,Open Road Films,2015-11-06,34446.0,,,,Drama
70,70,73,The Second Best Exotic Marigold Hotel,FoxS,86000000.0,33100000.0,38.5,52900000.0,61.5,/movies/?id=bestexotic2.htm,bestexotic2,240099.0,,12427022.0,310173.0,5570.0,371888.0,,263466.0,,,,63023.0,,142192.0,25264.0,,,,362819.0,Fox,,,,43814.0,10635.0,,,132579.0,713887.0,Comedy / Drama,2345145.0,,39127.0,231791.0,65172.0,8462.0,166539.0,,,141931.0,860978.0,,,2709.0,29097.0,,16323.0,51906.0,12974.0,54907.0,376881.0,,PG,446881.0,2644472.0,,,10841.0,,62104.0,17001.0,185450.0,178165.0,10000000.0,,8282.0,,122.0,,439590.0,12222.0,191320.0,6499.0,19946.0,490174.0,,2433712.0,652586.0,,224310.0,409838.0,,210338.0,,,,32496.0,,220822.0,23064109.0,54534.0,Fox Searchlight,2015-03-06,136740.0,,,,Comedy
71,71,74,Paper Towns,Fox,85500000.0,32000000.0,37.4,53500000.0,62.6,/movies/?id=papertowns.htm,papertowns,1035269.0,,3782146.0,345322.0,73996.0,843592.0,57913.0,5887536.0,31713.0,,,639645.0,,387998.0,80103.0,,,156783.0,583234.0,Fox,,,,397355.0,,58847.0,,435666.0,3105831.0,Drama,2795437.0,,22657.0,514453.0,,40331.0,,,,227888.0,3106315.0,,,67357.0,10952.0,,41368.0,157678.0,60266.0,350971.0,4407702.0,,PG-13,1303034.0,547977.0,8125.0,866226.0,15566.0,,317980.0,1044602.0,632982.0,357589.0,12000000.0,,55464.0,123512.0,109.0,,870146.0,57061.0,457078.0,97768.0,26966.0,196109.0,,2234705.0,1170446.0,,220530.0,264332.0,,,98448.0,,,,80056.0,,5242976.0,90135.0,Fox,2015-07-24,980203.0,,,,Drama
72,72,75,Sicario,LGF,84900000.0,46900000.0,55.3,38000000.0,44.7,/movies/?id=sicario.htm,sicario,332549.0,10391.0,3709028.0,329982.0,113841.0,486901.0,15382.0,199001.0,133297.0,12800.0,,152457.0,,,50916.0,10236.0,,100237.0,319221.0,Alfa,,,,48711.0,22500.0,35150.0,,201027.0,2669472.0,Action Drama,2363150.0,162230.0,162230.0,351255.0,187339.0,61231.0,81220.0,26478.0,,332378.0,923268.0,,1040057.0,55260.0,42168.0,228308.0,31093.0,214119.0,51047.0,144984.0,2234320.0,13500.0,R,591864.0,361414.0,85314.0,208402.0,31571.0,26192.0,68637.0,70549.0,551861.0,250915.0,30000000.0,,156345.0,222461.0,121.0,,340772.0,,387669.0,71167.0,8208.0,140362.0,998475.0,1954488.0,440373.0,,40449.0,471917.0,,364324.0,332363.0,,,72779.0,137161.0,1045911.0,7236353.0,30478.0,Lionsgate,2015-09-18,86468.0,21184.0,52802.0,,Drama
73,73,76,Hitman: Agent 47,Fox,82300000.0,22500000.0,27.3,59900000.0,72.7,/movies/?id=hitman47.htm,hitman47,360654.0,,1750077.0,479263.0,335561.0,596815.0,68107.0,1051166.0,104255.0,,,134418.0,,954207.0,71656.0,,,100611.0,369349.0,Fox,,,,394035.0,,58730.0,8107.0,145128.0,4662051.0,Action / Adventure,2390704.0,,240461.0,1593738.0,172246.0,53832.0,563998.0,,,644453.0,268220.0,,,141500.0,90868.0,,49240.0,285931.0,61946.0,2792948.0,2629316.0,,R,722951.0,393138.0,53133.0,557871.0,248059.0,,455311.0,1300437.0,342733.0,767481.0,35000000.0,,397818.0,357729.0,96.0,3537440.0,3599611.0,49190.0,1342193.0,68130.0,,279916.0,,974558.0,455237.0,,200939.0,534932.0,,1884503.0,1077940.0,,,755501.0,457303.0,1975502.0,2919916.0,16829.0,Fox,2015-08-21,2441184.0,1136115.0,,,Action
74,74,77,The Wedding Ringer,SGem,79800000.0,64500000.0,80.8,15300000.0,19.2,/movies/?id=kevinhart15.htm,kevinhart15,,,2424512.0,323052.0,190031.0,,,,225786.0,,,,,,190279.0,,,,,Sony,,,,,21340.0,38538.0,10159.0,,,Comedy,851510.0,31211.0,,,340472.0,59275.0,,,,479437.0,,,,53611.0,42817.0,,29490.0,197722.0,53732.0,344803.0,,,R,,270020.0,227187.0,,61278.0,,,142809.0,,154143.0,23000000.0,,159095.0,447202.0,101.0,,,65936.0,336044.0,25675.0,79374.0,641682.0,,575473.0,287893.0,,,,,,,,,,,897994.0,3189135.0,90800.0,Sony / Screen Gems,2015-01-16,621201.0,93615.0,,,Comedy
75,75,78,Paranormal Activity: The Ghost Dimension,Par.,78100000.0,18300000.0,23.4,59800000.0,76.6,/movies/?id=paranormalactivity2014.htm,paranormalactivity2014,2408119.0,,2502846.0,988073.0,,601501.0,361670.0,5335114.0,,,,849308.0,,1607017.0,,,,222770.0,567975.0,UIP,,,,689758.0,,46484.0,,189994.0,4798677.0,Horror,6172295.0,,,,,,165125.0,,,349226.0,,,,,,,,40076.0,109457.0,559404.0,5272870.0,,R,1008956.0,366084.0,,355625.0,6010.0,,1226239.0,280435.0,721334.0,,10000000.0,,,,95.0,,3099546.0,,267676.0,116710.0,,81323.0,394986.0,1055230.0,869968.0,,186014.0,494263.0,,,,,,648262.0,331997.0,414384.0,5864894.0,130150.0,Paramount,2015-10-23,1810571.0,,,,Horror
