,Unnamed: 0,Unnamed: 0.1,Movie,Distributor,WW_gross,Domestic_gross,Domestic_percentage,Intr_gross,Intr_percentage,Movie_link,movie,Argentina,Aruba,Australia,Austria,Bahrain,Belgium,Bolivia,Brazil,Bulgaria,Cambodia,Central America,Chile,China,Colombia,Croatia,Curacao,Cyprus,Czech Republic,Denmark,Dist,Dominican Republic,East & West Africa,East Africa,Ecuador,Egypt,Estonia,Ethiopia,Finland,France,Genre,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kuwait,Latvia,Lebanon,Lithuania,Malaysia,Mexico,Mongolia,MpaaRating,Netherlands,New Zealand,Nigeria,Norway,Oman,Pakistan,Peru,Philippines,Poland,Portugal,ProdBudget,Puerto Rico,Qatar,Romania,Runtime,Russia,Russia - CIS,Serbia & Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Switzerland (French-speaking),Switzerland (German-speaking),Switzerland (Italian-speaking),Taiwan,Thailand,Trinidad & Tobago,Tunisia,Turkey,Ukraine,United Arab Emirates,United Kingdom,Uruguay,UsDist,UsRelease,Venezuela,Vietnam,West Indies,dummy,updatedGenre
76,76,79,Crimson Peak,Uni.,74700000.0,31100000.0,41.6,43600000.0,58.4,/movies/?id=crimsonpeak.htm,crimsonpeak,929644.0,,1395175.0,427033.0,,432701.0,30346.0,984782.0,120557.0,,,123367.0,,130469.0,48801.0,,,152669.0,151296.0,UIP,,,,164964.0,40266.0,58849.0,,327822.0,2024103.0,Horror,1939635.0,,559568.0,336551.0,205191.0,30978.0,,,,21501.0,2058385.0,,,,5530.0,,60339.0,47658.0,59704.0,543696.0,5716941.0,,R,563879.0,209163.0,,,12703.0,,183657.0,207244.0,375169.0,343225.0,55000000.0,,,209912.0,119.0,,4783752.0,27852.0,462003.0,71044.0,31381.0,122633.0,312156.0,3437403.0,653402.0,,43423.0,74691.0,,935400.0,163589.0,,,189800.0,493594.0,407444.0,3604199.0,19406.0,Universal,2015-10-16,,549306.0,,,Horror
77,77,80,The Transporter Refueled,EC,72600000.0,16000000.0,22.1,56600000.0,77.9,/movies/?id=transporter4.htm,transporter4,355246.0,,121598.0,341101.0,,500794.0,,402675.0,253381.0,,,28452.0,18344558.0,534300.0,79982.0,,,47790.0,90184.0,Distribution,,,,122458.0,,34930.0,,,4159089.0,Action,1415772.0,,97675.0,175045.0,144272.0,12351.0,,,,,519449.0,,3099616.0,58186.0,60171.0,,28023.0,200925.0,27171.0,2260717.0,1713683.0,,PG-13,428670.0,97273.0,181553.0,,12513.0,,542244.0,376389.0,356471.0,686443.0,,,,472927.0,96.0,,3203133.0,2271.0,402054.0,32318.0,,431582.0,1096229.0,884477.0,86622.0,,106167.0,268517.0,,2206391.0,1117375.0,,,848921.0,285708.0,2054248.0,534832.0,,EuropaCorp,2015-09-04,56491.0,615370.0,,,Action
78,78,81,Run All Night,WB,71700000.0,26500000.0,36.9,45200000.0,63.1,/movies/?id=runallnight.htm,runallnight,461642.0,,1038829.0,316257.0,,438479.0,106163.0,1013320.0,80292.0,,,382167.0,,,51119.0,,,96059.0,194506.0,WB,,,17552.0,335275.0,201953.0,18924.0,,18554.0,2904398.0,Action,2634943.0,,414247.0,453186.0,276357.0,35220.0,147213.0,,,713466.0,1052643.0,,1292719.0,65614.0,17552.0,,17729.0,294744.0,33590.0,885092.0,3765177.0,,R,605692.0,209278.0,40723.0,131078.0,160789.0,,609569.0,726575.0,365455.0,264629.0,50000000.0,,,301796.0,114.0,,980224.0,22362.0,607179.0,104390.0,10359.0,389447.0,1953415.0,1278216.0,575393.0,,87206.0,369920.0,,1551263.0,338755.0,,,,,1659075.0,3033411.0,78832.0,Warner Bros.,2015-03-13,663171.0,259506.0,,,Action
79,79,82,War Room,TriS,67800000.0,67800000.0,100.0,,0.0,/movies/?id=warroom2015.htm,warroom2015,,,800763.0,,,,92541.0,2006618.0,,,,33915.0,,96615.0,,,,,,-,,,,236446.0,,,,,,Drama,,10700.0,,,,,,,,,,,113666.0,,1080.0,,,,,,1202867.0,,PG,,251747.0,41850.0,89277.0,,,110612.0,,,,3000000.0,,,,120.0,,,,,,,173477.0,,,,,,,,,,,,,,,,,TriStar,2015-08-28,,,,,Drama
80,80,83,The Age of Adaline,LGF,65700000.0,42600000.0,64.9,23000000.0,35.1,/movies/?id=ageofadaline.htm,ageofadaline,244972.0,,2128652.0,191596.0,68364.0,438835.0,,890312.0,120519.0,,,108959.0,,,161930.0,,,26693.0,,-,,,,33904.0,168907.0,54352.0,,,,Drama,902152.0,,211873.0,270672.0,210325.0,21758.0,,,,,3533982.0,,,31950.0,2111.0,,94722.0,236452.0,76176.0,117706.0,2596528.0,,PG-13,1002720.0,380586.0,,,10434.0,,183361.0,54780.0,715872.0,259154.0,,,27261.0,223327.0,112.0,,833317.0,42800.0,370148.0,38756.0,47744.0,70929.0,264852.0,2006494.0,18528.0,,,374372.0,,510380.0,418091.0,,,246002.0,36504.0,218935.0,1689799.0,21392.0,Lionsgate,2015-04-24,,22560.0,,,Drama
81,81,84,The Danish Girl,Focus,64200000.0,11100000.0,17.3,53100000.0,82.7,/movies/?id=danishgirl.htm,danishgirl,302851.0,,1720742.0,237113.0,,442556.0,14667.0,1594974.0,51389.0,,,190315.0,,135492.0,37009.0,,,289908.0,1920807.0,UIP,,,,121635.0,,,,373715.0,1203763.0,Drama,3104853.0,,399375.0,1922473.0,87265.0,7177.0,60157.0,,,43210.0,4169561.0,,1127038.0,,,,,19403.0,42441.0,,3789435.0,,R,582905.0,307590.0,,228240.0,,,233945.0,,171417.0,616750.0,,,,88894.0,120.0,,229798.0,13855.0,284277.0,114466.0,39971.0,49389.0,917912.0,5471221.0,2333494.0,,143029.0,423818.0,,2143017.0,299905.0,,,175392.0,54845.0,,10832500.0,70736.0,Focus Features,2015-11-27,46655.0,416298.0,,,Drama
82,82,85,Unfriended,Uni.,64099999.99999999,32500000.0,50.7,31600000.0,49.3,/movies/?id=cybernatural.htm,cybernatural,517364.0,,2285525.0,573628.0,,,33859.0,157628.0,,,,109480.0,,147828.0,,,,139566.0,,UIP,,,,93960.0,,61037.0,,26364.0,1289416.0,Horror,5897228.0,,,,,,,,,,966418.0,,,37084.0,,,51291.0,21563.0,102529.0,453497.0,1251578.0,,R,353964.0,,,3413.0,10905.0,,525205.0,856752.0,,,1000000.0,,,,83.0,,1549511.0,,403280.0,28067.0,58270.0,,1435368.0,2359850.0,,,98106.0,353034.0,,,181568.0,,,,44660.0,,5146449.0,21079.0,Universal,2015-04-17,626111.0,,,,Horror
83,83,86,The Longest Ride,Fox,62900000.0,37400000.0,59.5,25500000.0,40.5,/movies/?id=thelongestride.htm,thelongestride,,,3875481.0,839066.0,32760.0,792012.0,11727.0,474879.0,40602.0,,,69437.0,,104469.0,14284.0,,,,,Fox,,,5518.0,128977.0,166560.0,27790.0,,,4788.0,Romance,5607774.0,,,,,,,,,,1154816.0,,,12338.0,10800.0,,13100.0,129419.0,23916.0,,1641849.0,,PG-13,1353565.0,394720.0,18677.0,242151.0,10899.0,,41579.0,224836.0,414691.0,218147.0,34000000.0,,13790.0,67982.0,139.0,,410268.0,16485.0,196249.0,,,177260.0,,1807858.0,,,40625.0,951468.0,,253867.0,,,,157957.0,42932.0,148112.0,1558766.0,12864.0,Fox,2015-04-10,,13371.0,,,Romance
84,84,88,Dragon Ball Z: Resurrection 'F',FUN,61800000.0,8000000.0,13.0,53800000.0,87.0,/movies/?id=dragonballzresurrectionoff.htm,dragonballzresurrectionoff,,,1093511.0,,,,,,,,,,,,,,,,,Madman,,,,,,,,,,Animation,,,,,,,,,,,589376.0,,,,,,,,,,,,Unrated,,135419.0,,,,,,,,,,,,,105.0,,,,,,,,150465.0,,,,,,,,,,,,,96420.0,168560.0,,FUNimation Films,2015-08-04,,,,,Animation
85,85,89,Woman in Gold,Wein.,61600000.0,33299999.999999996,54.1,28300000.0,45.9,/movies/?id=womaningold.htm,womaningold,348412.0,,4653694.0,259887.0,,200532.0,,422093.0,,,,113163.0,,75703.0,,,,22475.0,1305480.0,-,,,,,,,,97090.0,1683359.0,Drama,1573115.0,,112812.0,,18781.0,,,,,,1091400.0,,1251653.0,2143.0,,,,32045.0,,,937548.0,,PG-13,458646.0,1450987.0,,83210.0,2351.0,,130719.0,,232921.0,186081.0,11000000.0,,,,109.0,,,,13114.0,43244.0,,218660.0,842893.0,1484687.0,509986.0,115088.0,175955.0,332555.0,,262927.0,47880.0,,,81982.0,,,3878626.0,97054.0,Weinstein Company,2015-04-01,,,,,Drama
86,86,90,Krampus,Uni.,61500000.0,42700000.0,69.4,18800000.0,30.6,/movies/?id=krampus.htm,krampus,430019.0,,,1255846.0,,68381.0,115989.0,,,,,91764.0,,412730.0,58724.0,,,154218.0,,UIP,,,,177226.0,,,,55438.0,,Horror Comedy,2250903.0,,,,263382.0,27626.0,,,,,,,,,,,37388.0,25549.0,38315.0,512328.0,2048921.0,,PG-13,182180.0,6711.0,,,8608.0,,605019.0,135781.0,149640.0,96391.0,15000000.0,,,173215.0,98.0,,1006802.0,,182448.0,35216.0,79041.0,,,1089907.0,,,,149028.0,,,74453.0,,,,363009.0,110774.0,1764715.0,15994.0,Universal,2015-12-04,1344194.0,226744.0,,,Comedy
87,87,91,The Walk,TriS,61200000.0,10100000.0,16.6,51000000.0,83.4,/movies/?id=clouds2015.htm,clouds2015,559051.0,,722113.0,126321.0,84715.0,137856.0,69480.0,693881.0,114189.0,,,167008.0,13773172.0,287561.0,82743.0,,,216985.0,153234.0,Sony,,,,228925.0,169766.0,71441.0,2626.0,125412.0,1356733.0,Adventure,809869.0,1920.0,142547.0,670129.0,125477.0,20339.0,1242438.0,,,417938.0,1060588.0,,2434973.0,49851.0,17541.0,,37262.0,139512.0,127233.0,657340.0,1817746.0,,PG,281575.0,106394.0,41159.0,77447.0,134280.0,,106911.0,263238.0,373944.0,166436.0,35000000.0,,132617.0,309529.0,123.0,,5024536.0,32891.0,540960.0,89342.0,18690.0,109001.0,1924118.0,2249956.0,220289.0,,70535.0,86721.0,,729835.0,357036.0,,,304397.0,502433.0,1182785.0,1922084.0,25328.0,TriStar,2015-09-30,2188956.0,67027.0,,,Adventure
88,88,92,The Perfect Guy,SGem,60300000.0,57000000.0,94.6,3200000.0,5.4,/movies/?id=perfectguy.htm,perfectguy,,,,,20299.0,,,,,,,,,,,,,,,Sony,,,,,12666.0,,5107.0,,,Thriller,74869.0,40440.0,,,,,,,,,,,,11563.0,26797.0,,,58147.0,,,,,PG-13,,,247178.0,702.0,7204.0,,,,,,12000000.0,,15264.0,,100.0,,,,,,,636575.0,,,,,,,,,,,,,,185357.0,342500.0,,Sony / Screen Gems,2015-09-11,,,,,Thriller
89,89,93,The Gift (2015),STX,59000000.0,43800000.0,74.2,15200000.0,25.8,/movies/?id=blumhousejuly2015.htm,blumhousejuly2015,104556.0,,1737116.0,272122.0,,,,300480.0,,,,,,52927.0,43855.0,,,89953.0,67546.0,Distribution,,,,,,3454.0,,,,Thriller,190243.0,,,38504.0,,24066.0,124806.0,,,,866127.0,,,,,,8427.0,47588.0,3247.0,,1302568.0,,R,172758.0,,,90813.0,,,91330.0,21903.0,248140.0,39644.0,5000000.0,,,,108.0,,750373.0,36101.0,190101.0,36987.0,,110410.0,37069.0,922254.0,40201.0,,,,,,72524.0,,,,26681.0,,2268314.0,8968.0,STX Entertainment,2015-08-07,,,,,Thriller
90,90,94,No Escape,Wein.,54400000.0,27300000.0,50.1,27100000.0,49.9,/movies/?id=coup.htm,coup,848854.0,,,,,,,126430.0,,,,184331.0,,535308.0,,,,,82972.0,-,,,,74243.0,,,,20127.0,1243443.0,Action,,,204331.0,1575878.0,,28378.0,32445.0,,,,831783.0,,,16267.0,,,14224.0,181799.0,,176840.0,2047373.0,,R,233021.0,,,,1587.0,,505105.0,63398.0,,215086.0,,,,,101.0,,52060.0,,219101.0,,,76793.0,300776.0,1000930.0,162412.0,,,,,134043.0,93684.0,,,221074.0,,1158076.0,1875129.0,34675.0,Weinstein Company,2015-08-26,,61983.0,,,Action
91,91,95,Sinister 2,Focus,52900000.0,27700000.0,52.5,25100000.0,47.5,/movies/?id=sinister2.htm,sinister2,428364.0,,,422483.0,,404589.0,127993.0,1610912.0,,,,329339.0,,454985.0,16702.0,,,230196.0,247065.0,Alfa,,,,252330.0,,17231.0,,290381.0,1771859.0,Horror,2005876.0,,,19326.0,117721.0,,,,,,819807.0,,,71086.0,,,43150.0,23321.0,51558.0,814433.0,2520742.0,,R,456053.0,,,261761.0,,,562375.0,232810.0,720993.0,,10000000.0,,,128606.0,97.0,,2335537.0,29108.0,306105.0,117453.0,,,,503486.0,514261.0,,,,,120190.0,57809.0,,,160886.0,100314.0,150527.0,4838437.0,78610.0,Focus Features,2015-08-21,821425.0,,,,Horror
92,92,96,Prem Ratan Dhan Payo,FIP,52600000.0,4400000.0,8.3,48200000.0,91.7,/movies/?id=premratandhanpayo.htm,premratandhanpayo,,,623670.0,13421.0,273963.0,11251.0,,,,,,,,,,,,,,Mindblowing,,,,,,,,,,Musical,107782.0,,,,,,41708786.0,,,,,,,,,,,,,,,,Unrated,,422176.0,10869.0,,340089.0,,,,,,,,262840.0,,171.0,,,,,,,,,,,,,,,,,,,,,2286104.0,2290181.0,,FIP,2015-11-12,,,,,Musical
93,93,97,The Boy Next Door,Uni.,52400000.0,35400000.0,67.6,17000000.0,32.4,/movies/?id=boynextdoor.htm,boynextdoor,21262.0,,,483430.0,,,,295817.0,39414.0,,,33929.0,,242649.0,40067.0,,,,,Distribution,,,,74676.0,,27848.0,,,177792.0,Thriller,2411675.0,,,48022.0,202360.0,,54502.0,,,405723.0,738410.0,,,22422.0,,,36178.0,162481.0,39079.0,295408.0,1367745.0,,R,591939.0,,17441.0,,26467.0,,148402.0,500285.0,343097.0,125633.0,4000000.0,,,,91.0,,939603.0,31419.0,178155.0,,35759.0,139293.0,,1559502.0,,,,278639.0,,175222.0,,,,,368836.0,375947.0,1229883.0,43691.0,Universal,2015-01-23,224202.0,,,,Thriller
94,94,98,The Night Before,Sony,52400000.0,43000000.0,82.2,9300000.0,17.8,/movies/?id=xmas2015.htm,xmas2015,,,1920809.0,416734.0,,20527.0,20207.0,,75595.0,,,,,,,,,,,Sony,,,,58507.0,,63914.0,,,,Comedy,1186316.0,,,,,71045.0,,,,743349.0,,,,,,,61069.0,,90963.0,,41202.0,,R,189309.0,227958.0,,,,,,,,228566.0,25000000.0,,,327250.0,101.0,,,,,,,50633.0,,52286.0,323489.0,,,,,,,,,,287200.0,,950963.0,,Sony / Columbia,2015-11-20,1426855.0,,,,Comedy
95,95,99,Hot Pursuit,WB,51700000.0,34600000.0,66.9,17100000.0,33.1,/movies/?id=witherspoonvergara.htm,witherspoonvergara,103801.0,,1309511.0,214617.0,105468.0,,38581.0,64904.0,73662.0,,,73405.0,,567879.0,75607.0,,,44982.0,,WB,,,,184855.0,55171.0,44149.0,,,,Comedy,629798.0,,54055.0,,213667.0,42532.0,14208.0,,,337061.0,110370.0,,,37592.0,17507.0,,30836.0,129338.0,31957.0,,2562573.0,,PG-13,,186032.0,,86810.0,36199.0,,530839.0,153051.0,193267.0,253618.0,35000000.0,,114498.0,146288.0,87.0,,1678657.0,17707.0,232283.0,24574.0,26836.0,154422.0,,,51367.0,,,126022.0,,344925.0,,,,,87351.0,,1097359.0,41364.0,Warner Bros.,2015-05-08,1554169.0,69721.0,,,Comedy
96,96,100,The 100-Year Old Man Who Climbed Out the Window and Disappeared,MBox,51100000.0,944000.0,1.8,50200000.0,98.2,/movies/?id=100yearoldman.htm,100yearoldman,,,319269.0,906195.0,,137227.0,,,,,,,,,6339.0,,,352113.0,1687834.0,Studio Canal,,,,,,,,1172588.0,896794.0,Foreign,11529515.0,,12976.0,68153.0,71404.0,162226.0,,,,,322722.0,,,,,,,,11942.0,,,,R,1417224.0,274957.0,,3167727.0,,,,,636010.0,,,,,882.0,114.0,,,,,113970.0,,21159.0,1670909.0,1712298.0,22919896.0,,,,,,,,,,,,631050.0,,Music Box Films,2015-05-01,,,,,Foreign
97,97,101,The Himalayas,CJ,50500000.0,697000.0,1.4,49800000.0,98.6,/movies/?id=thehimalayas.htm,thehimalayas,,,44058.0,,,,,,,,,,,,,,,,,-,,,,,,,,,,Drama,,,,,,,,,,,,,,,,,,,,,,,Unrated,,22716.0,,,,,,,,,,,,,125.0,,,,,,,,49772226.0,,,,,,,,8776.0,,,,,,,,CJ Entertainment,2015-12-18,,,,,Drama
98,98,102,Entourage,WB,49300000.0,32400000.0,65.7,16900000.0,34.3,/movies/?id=entourage.htm,entourage,21874.0,,5696170.0,815.0,,221910.0,4966.0,27432.0,87016.0,,,6342.0,,29022.0,41027.0,,,,,WB,,,,26370.0,,8662.0,,,89615.0,Comedy,49940.0,,25458.0,73802.0,76396.0,50878.0,211767.0,,,266242.0,,,,21385.0,18924.0,,18334.0,134444.0,17408.0,,173341.0,,R,425460.0,241394.0,29039.0,,9446.0,,11999.0,182525.0,127599.0,,30000000.0,,,,104.0,,812514.0,29167.0,158524.0,7435.0,,191909.0,,139504.0,953747.0,,13982.0,16663.0,,225824.0,,,,160215.0,48527.0,,2278311.0,3858.0,Warner Bros.,2015-06-03,70013.0,,,,Comedy
99,99,103,The Woman in Black 2: Angel of Death,Rela.,48900000.0,26500000.0,54.2,22400000.0,45.8,/movies/?id=womaninblack2.htm,womaninblack2,,,,225460.0,,337015.0,64388.0,1128594.0,40268.0,,,196258.0,,,12484.0,,,57687.0,,Constantin,,,,115059.0,,17521.0,,,1631623.0,Horror,466713.0,,236680.0,88622.0,,,,,,,,,,,,,,29295.0,,725000.0,4665141.0,,PG-13,184304.0,,,,,,530179.0,,202069.0,,,,,115734.0,98.0,,1673304.0,,224677.0,42323.0,,21722.0,,908533.0,,,,,,28941.0,33945.0,,,28672.0,,469811.0,7371544.0,35674.0,Relativity,2015-01-02,443742.0,,,,Horror
100,100,104,Concussion (2015),Sony,48600000.0,34500000.0,71.0,14100000.0,29.0,/movies/?id=concussion2015.htm,concussion2015,134593.0,,212127.0,134893.0,98614.0,66104.0,,333981.0,,,,38994.0,,138387.0,,,,,,Sony,,,,166413.0,153739.0,8458.0,5865.0,,732185.0,Drama,665660.0,5012.0,,165846.0,,7864.0,,,,,1709943.0,,,44009.0,15974.0,,16447.0,79627.0,21974.0,,4464162.0,,PG-13,,73439.0,71441.0,,38000.0,,59442.0,,192464.0,43754.0,35000000.0,,121893.0,130822.0,123.0,,,,71632.0,,,173472.0,,1732654.0,,,,,,270861.0,166398.0,,,,,639746.0,162499.0,46069.0,Sony / Columbia,2015-12-25,53651.0,,,,Drama
101,101,105,Mortdecai,LGF,47300000.0,7700000.0,16.3,39600000.0,83.7,/movies/?id=mortdecai.htm,mortdecai,,,782299.0,460008.0,,371144.0,12851.0,112218.0,159299.0,,,25156.0,3530000.0,,74352.0,,,199622.0,,Roadshow,,,,25162.0,36531.0,114910.0,,306553.0,1477859.0,Action Comedy,2554625.0,,209987.0,554401.0,259343.0,21391.0,,,,,1672838.0,,6217852.0,22234.0,,,101035.0,84224.0,56800.0,199378.0,1382788.0,,R,106780.0,184425.0,,,40464.0,,,,405481.0,369480.0,60000000.0,,,425489.0,106.0,,,43078.0,373360.0,115743.0,6525.0,107819.0,475361.0,1361953.0,,,,,,533247.0,426820.0,,,325933.0,,435861.0,727292.0,24828.0,Lionsgate,2015-01-23,185159.0,,,,Comedy
102,102,106,Coming Home (2015),SPC,46800000.0,378000.0,0.8,46400000.0,99.2,/movies/?id=cominghome2014.htm,cominghome2014,47773.0,,,,,2555.0,,,,,,,46000000.0,,,,,,,Sony,,,,,,,,,116931.0,Foreign,,,,303569.0,,,,,,,233147.0,,,,,,,,,12224.0,,,PG-13,25678.0,,,,,,,,,,,,,,109.0,,,,92416.0,,,7022.0,,,21818.0,,,,,,,,,,,,,,Sony Classics,2015-09-09,43706.0,,,,Foreign
103,103,107,"McFarland, USA",BV,45700000.0,44500000.0,97.3,1200000.0,2.7,/movies/?id=mcfarland.htm,mcfarland,,,,,,,,,,,,,,711.0,,,,,,Disney,,,,118809.0,,,,,,Sports Drama,,,,,,,,,,16746.0,,,,,,,,,,,424265.0,,PG,,,,1774.0,,,27572.0,,,,,,,,128.0,,,,,,,9154.0,,,,,,,,,,,,10713.0,,,19401.0,2666.0,Buena Vista,2015-02-20,,,,,Drama
104,104,108,Max (2015),WB,44000000.0,42700000.0,97.0,1300000.0,3.0,/movies/?id=max2015.htm,max2015,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,1 hrs. 51 min.,,,,,,,,,,,,,,12802.0,,,,85304.0,,,,,PG,,,,,,,,,,,20000000.0,,,,111.0,,,,,,,38246.0,,,,,,,,,,,,,,,,,"June 26, 2015",,,,,,
105,105,109,Still Alice,SPC,43900000.0,18800000.0,42.7,25100000.0,57.3,/movies/?id=stillalice.htm,stillalice,,,1738632.0,366824.0,,588978.0,,1600362.0,4539.0,,,215196.0,,,5594.0,,,55948.0,803420.0,Icon,,,,24503.0,,27855.0,,364968.0,890033.0,Drama,2918944.0,,151425.0,217048.0,,20219.0,,,,,453214.0,,2087069.0,,,,,38356.0,,,708600.0,,PG-13,3088254.0,303584.0,,,7051.0,,118832.0,,76128.0,418209.0,5000000.0,,,,101.0,,,11245.0,52883.0,,22120.0,140058.0,696946.0,797622.0,524212.0,,447659.0,1300640.0,,909254.0,51833.0,,,149590.0,,93025.0,3482413.0,51539.0,Sony Classics,2015-01-16,,,,,Drama
106,106,111,Legend,Uni.,43000000.0,1900000.0,4.4,41100000.0,95.6,/movies/?id=legend16.htm,legend16,83200.0,,1359027.0,139747.0,,60456.0,,,10917.0,,,9866.0,,,82629.0,,,72909.0,83431.0,Disney,,,,40749.0,,53437.0,,132026.0,1059593.0,2 hrs. 11 min.,1163533.0,,175537.0,81797.0,258529.0,59783.0,,,,,426356.0,,,,,,51249.0,135217.0,64654.0,,225209.0,,R,,384688.0,,212310.0,2564.0,,21292.0,,333347.0,114186.0,,,,448598.0,131.0,,2106160.0,32815.0,135052.0,88752.0,7428.0,89091.0,1208960.0,276297.0,262849.0,,,102740.0,,149826.0,28884.0,,,54426.0,107981.0,562754.0,27960112.0,3412.0,"November 20, 2015",,,,,,
107,107,112,The Gallows,WB,43000000.0,22800000.0,53.0,20200000.0,47.0,/movies/?id=newlinehorror2015.htm,newlinehorror2015,2160289.0,,736731.0,193802.0,,,147892.0,752693.0,,,,380543.0,,656393.0,,,,,,WB,,,,279831.0,,,,,377354.0,Horror,399253.0,,,,,21442.0,42877.0,,,,829405.0,,,54811.0,,,14073.0,61199.0,40920.0,207897.0,2429647.0,,R,175364.0,157934.0,,187609.0,,,451178.0,164830.0,317883.0,,100000.0,,,,81.0,,1371164.0,,114519.0,32352.0,,52080.0,,876570.0,,,,,,523267.0,,,,,,,1165784.0,61446.0,Warner Bros.,2015-07-10,1223583.0,,,,Horror
108,108,113,Love the Coopers,LGF,42400000.0,26300000.0,62.0,16100000.000000002,38.0,/movies/?id=lovethecoopers.htm,lovethecoopers,168280.0,,1183300.0,538232.0,,,25301.0,223690.0,106614.0,,,42031.0,,,126526.0,,,127987.0,,Alfa,,,,22687.0,,,,,,Comedy,1513024.0,,69251.0,74049.0,671986.0,24755.0,,,,,404870.0,,,,,,,11468.0,71429.0,28425.0,835399.0,,PG-13,,117470.0,,,1084.0,,343997.0,,339031.0,69447.0,17000000.0,,,647317.0,107.0,,405472.0,48703.0,115099.0,85133.0,41524.0,274165.0,,648351.0,,,,202849.0,,26259.0,48131.0,,,15728.0,159554.0,245023.0,2910763.0,46714.0,Lionsgate,2015-11-13,1751479.0,,,,Comedy
109,109,114,The Lady in the Van,SPC,41400000.0,10000000.0,24.2,31400000.0,75.8,/movies/?id=ladyinthevan.htm,ladyinthevan,13418.0,,7253967.0,,,15331.0,,191961.0,,,,,,,,,,,316375.0,Sony,,,,,,,,,231056.0,1 hrs. 44 min.,567880.0,,62252.0,,,,,,,,,,,,,,,,,,,,PG-13,545857.0,1850085.0,,,,,,,55673.0,138903.0,,,,,104.0,,,,,,,103537.0,,462113.0,,,,,,,,,,,,,19105150.0,,"December 4, 2015",,,,,,
110,110,115,Ricki and the Flash,TriS,41300000.0,26800000.0,64.9,14500000.0,35.1,/movies/?id=rickiandtheflash.htm,rickiandtheflash,320555.0,,2121567.0,198447.0,7829.0,57429.0,10168.0,553986.0,,,,20910.0,,20804.0,45904.0,,,194557.0,79466.0,Sony,,,,41771.0,,19678.0,,45331.0,699591.0,Comedy / Drama,1250529.0,,124444.0,,56141.0,,39467.0,,,164404.0,815236.0,,260768.0,,,,21511.0,24173.0,10058.0,,296730.0,,PG-13,164334.0,236207.0,,,,,37722.0,23704.0,525261.0,201998.0,18000000.0,,4769.0,39020.0,101.0,,150726.0,,,81099.0,,51918.0,107836.0,2014409.0,159201.0,,119357.0,322694.0,,,,,,64376.0,,63730.0,334055.0,28895.0,TriStar,2015-08-07,436923.0,,,,Comedy
111,111,116,Carol,Wein.,40300000.0,12700000.0,31.6,27600000.0,68.4,/movies/?id=carol.htm,carol,241409.0,,1991360.0,324167.0,,499339.0,,516428.0,13348.0,,,41893.0,,26970.0,36593.0,,,13285.0,938217.0,Alfa,,,,,,,,217847.0,2310137.0,1 hrs. 58 min.,1628387.0,,276781.0,447366.0,,5392.0,,,,,2150706.0,,1003366.0,,,,,,,,308056.0,,R,992406.0,214726.0,,114573.0,,,48794.0,,,242127.0,,,,1795.0,118.0,,204240.0,,117804.0,18729.0,16434.0,39837.0,2236252.0,1979507.0,827485.0,,132918.0,222383.0,,267581.0,45399.0,,,163285.0,,,3976888.0,23099.0,"November 20, 2015",,,,,,
112,112,118,Ex Machina,A24,36900000.0,25400000.0,69.0,11400000.0,31.0,/movies/?id=exmachina.htm,exmachina,,,544262.0,294781.0,,,,,52248.0,,,,,,,,,93091.0,,UPI,,,,,,38267.0,,151241.0,163467.0,Sci-Fi Thriller,1323085.0,,44676.0,,,,,,,,864385.0,,,6441.0,,,53159.0,17603.0,50128.0,,,,R,77467.0,,,144637.0,15755.0,,,,487273.0,29501.0,15000000.0,,,69629.0,110.0,,,,30000.0,28533.0,16076.0,,414996.0,923009.0,,,87842.0,292064.0,,,,,,,412677.0,109873.0,3816953.0,,A24,2015-04-10,,,,,Sci-Fi Thriller
113,113,119,Burnt,Wein.,36600000.0,13700000.0,37.3,23000000.0,62.7,/movies/?id=adamjones.htm,adamjones,106200.0,,1968926.0,150063.0,,155845.0,,1295401.0,149618.0,,,,,41150.0,127425.0,,,77333.0,110849.0,Alfa,,,,14393.0,,34234.0,,53805.0,2483452.0,Comedy,282966.0,,183381.0,377748.0,100770.0,21285.0,,,,,2301396.0,,,,,,26351.0,170621.0,34281.0,,360860.0,,R,775149.0,240633.0,,20297.0,2972.0,,66598.0,46541.0,800462.0,361969.0,20000000.0,,,287089.0,100.0,,900646.0,23969.0,191738.0,96975.0,23205.0,344304.0,1249660.0,,171047.0,,173358.0,585949.0,,1333351.0,17164.0,,,237384.0,124054.0,619526.0,1611291.0,,Weinstein Company,2015-10-30,,,,,Comedy
114,114,120,A Walk in the Woods,BG,36000000.0,29500000.0,82.0,6500000.0,18.0,/movies/?id=walkinthewoods.htm,walkinthewoods,,,1295251.0,163782.0,,33769.0,,,,,,,,,,,,,,E1,,,,,,,,,127156.0,Comedy,1187721.0,,84274.0,,,,,,,,,,,14689.0,,,,21277.0,,,172173.0,,R,,305593.0,,,,,,,,63446.0,,,,,104.0,,,3153.0,,,6354.0,58975.0,,387815.0,,,,279876.0,,,,,,17399.0,,39257.0,980596.0,,Broad Green Pictures,2015-09-02,,,,,Comedy
